Smiles,Num
C1=C2C3CCCCC3CCC2C2CCC3CCCCC3C2C1,20
C1CCOCC1,13
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4CCCCO4)CCC3C2C1,13
C1CCC(OC2CCCOC2OC2COC(OC3CCC4C(CCC5C4CCC46OCC7(CCCCC74)CCC56)C3)C(OC3CCCCO3)C2)OC1,10
C=C1C2CC(OC3CCCCO3)CC2CCC23CCC(CCC12)C3,10
C1CC2CNC3C4CC2C3(C1)C1CC2CCC4C1C2,10
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4CC(OC5CC(OC6CCCCO6)CCO5)CCO4)CCC3C2C1,10
c1ccccc1,10
O=C(OC1CCCCO1)C12CCCCC1C1=CCC3C4CCC(OC5CCCCO5)CC4CCC3C1CC2,10
C=C1CCC2CCCCC2C1,9
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCCC4OC4OCCCC4OC4CCCCO4)CCC3C2C1,9
c1ccc2c3c([nH]c2c1)C1CC2CCC1N(CC3)C2,9
C1=CC2CCCCC2CC1,8
C1=C2COCC23CCCCC3CC1,8
C1CC2CCC34CC35CCCCC5CCC4C2C1,8
O=C(OCC1CCCC(OC23CC4C5CC2OC(O5)C43COC(=O)c2ccccc2)O1)c1ccccc1,7
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCCC4OC4CCCCO4)CCC3C2C1,7
O=C1C=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCCC4OC4CCCCO4)CCC3C12,7
O=C1CC2CCC3=CC(CC=CC2O1)OC3=O,6
O=C(OC1CCCCO1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,6
O=C(OC1CC2COC3(CCCCC13)C2)c1ccccc1,6
C=C1CC23CC4C5C6CCCC57C(C2CC1CC37)N4C6,5
C1=C2Nc3ccccc3C23CCN2CCCC(C1)C23,5
C1=C2CCCCC2CCC1,5
C=C1CCCCC1,5
C1CCC(OC2CC3CCCCC3C3CCCC23)OC1,5
C1=Cc2c(ccc3c2[nH]c2c(C4CCC5CC54)cccc23)OC1,5
O=C(OC1CCOC2(C1)CC1CCC(C(=O)OC3CCCCC3OC3CCCCO3)CC1O2)c1ccccc1,5
O=C1C=CC(CC2CCCC3C=CCCC32)O1,5
O=C(OC1OCCCC1OC1CCC(OC2CCCCO2)CO1)C12CCCCC1C1=CCC3C4CCC(OC5CCCCO5)CC4CCC3C1CC2,5
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCC(OC5OCCCC5OC5CCCCO5)C4OC4CCCCO4)CCC3C2C1,5
c1ccc2c3c([nH]c2c1)C1CCCCN1CC3,5
O=C(OC1C2CCC3C4CC5C6CCCC5(C(C2)C31)C4NC6)c1ccccc1,5
O=C(OC1CCCCO1)C12CCCCC1C1=CCC3C4CCC(OC5OCCC(OC6CCCCO6)C5OC5CCCCO5)CC4CCC3C1CC2,4
O=C(OC1OCCC(OC2CCCO2)C1OC1CCC(OC2CCCCO2)CO1)C12CCCCC1C1=CCC3C4CCC(OC5OCCCC5OC5CCCCO5)CC4CCC3C1CC2,4
C=C1CCCC2CCCCC12,4
O=C(OC1CCCCO1)C12CCCCC1C1=CCC3C4CCC(OC5OCCCC5OC5CCCCO5)CC4CCC3C1CC2,4
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCC(OC5CCCCO5)C4OC4CCCCO4)CCC3C2C1,4
O=C(C=Cc1ccc(OC2CCCCO2)cc1)OC1CCCC2C1CCC1C(=O)OC(c3ccoc3)CC12,4
C=C1CCCC2CC3OC(=O)C(=C)C3CC12,4
C1CC2CNC3C4(C1)C2CC31OCOC12CCC1CC4C2C1,4
C1=CC2CC3c4[nH]c5ccccc5c4CCN3CC2CO1,4
O=C(OCC12CCCC34C5CC6CCC(C5C6)C(CC13)C4NC2)c1ccccc1,4
O=C(OC1CCCCO1)C12CCCCC1C1=CCC3C4CCC(OC5OCCCC5OC5OCCCC5OC5CCCCO5)CC4CCC3C1CC2,4
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCC(OC5OCCCC5OC5CCCCO5)CC4OC4CCCCO4)CCC3C2C1,4
C=C1CCCC2C1C=C1CCCCC12,4
O=C1Nc2ccccc2C12CCN1CCCCC12,4
C=C1CC23CC1CCC2C12CCCCC1CC3OC2,4
c1cc(CCC2CCCC3CCCCC32)c[nH]1,4
O=C1C=CC2C1CC=CC1C3CC3CCC21,4
O=C1C=CCCCC1,4
O=C1C=C2C(=CCC3C2CCC24CCC(CCC32)C4)N1,4
O=C1C=CC23CC24CCC2C(C5=CC6(C=CC(=O)O6)NC5=O)CCC2C4CCC3C1,4
C1CCC2C(C1)CCC13CCC(CCC21)C3,4
O=C1C=CC2C1C=CC(=O)C1C3CC3CCC21,4
C1CCC2C(C1)CCC1C2CCC2C3CCCC3CCC21,4
O=C(OCC1CCCC(OC23CC4C(=O)CC2OCC43COC(=O)c2ccccc2)O1)c1ccccc1,3
O=C(OC1CCCC23CC(CO2)CC(OC(=O)c2ccccc2)C13)c1cccnc1,3
C=C1C[NH+]2CCc3c([nH]c4ccccc34)CC1CC2,3
C=C1C(=O)OC2C=CCC3C=C(CCC12)C(=O)O3,3
c1ccc(OC2CCCCO2)cc1,3
C=C1CCCC2C1CCC1C3CCC4CCCCC4C3=CCC21,3
C1=CCC(Oc2ccc3c(c2)[nH]c2c4c(ccc23)OCC=C4)CC1,3
C=C1C(=O)OC2CCC3CCCC3CC12,3
C1CCC(OC2CC3C4CCCC4CCC3C3CCCCC23)OC1,3
c1ccc2c3c([nH]c2c1)C1CCCC[NH+]1CC3,3
O=C(C=CCCCOC1CCCCO1)OC1CCC(OCCCC=CC(=O)OC2CCC3C4=CCC5C6CCC(OC7OC(COC8OCCCC8OC8CCCCO8)CCC7OC7CCCCO7)CC6CCC5C4CCC3(C(=O)OC3OCCCC3OC3CC(OC4CCCCO4)C(OC4CCCO4)CO3)C2)OC1,3
C1CCC(OC2CC3CCC45CCC(CCC4CC3C2)C5)OC1,3
C1=CC2CC=C3Nc4ccccc4C34CCN(C1)C24,3
C1=CC(c2cccc3c2[nH]c2c4c(ccc23)OCC=C4)CCC1,3
O=C1C=CC2=C(C1)OCC1CCC=CC21,3
c1ccc2c3c([nH]c2c1)C1CC2C4COCC2C(C3)N1C4,3
O=C(OC1CCCCO1)C1CCCC2C1CCC1C3CCC4(C(=O)OC5CC(OC6CCCCO6)CC(COC6OCCCC6OC6CCCCO6)O5)CCCCC4C3=CCC12,3
C=C1C2CCCC2CCC23CC(CCC12)C(OC1CCCCO1)C3,3
C1=CC23CC2(CCC2CCCCC23)C2CCC3CCCCC3C12,3
C=C1C(=O)OC2C1CCC1CCC3(C(=O)CC4C(=C)CCC5C(=C)C(=O)OC5C43)C3=C1C2C(=C)C3=O,3
O=C(C=Cc1ccccc1)OC1CCCC23CC(CO2)CC(OC(=O)c2cccnc2)C13,3
O=C1C=C2C(CCC3C2CCC24CCC(CCC32)C4)O1,3
C=C1C(=O)OC2CCC3CCC(CCC12)O3,3
C=C1C(=O)OC2CCC3CCC(=O)C3CC12,3
C=C1CN2CCC34CC1CCC23Nc1ccccc14,3
O=C1CC2C=C3CCCCC3CC2O1,3
O=C(OCC12C3OC4CC(O3)C1(OC1CCCCO1)CC42)c1ccccc1,3
C1CC2C3CC1CC3C13CCC4OC45CNC1C2CC53,3
C=C1C(=O)OC2CCC34CC(C=C3CC12)C1(C4)C(=O)OC2CCC=CC21,3
O=C1C=CC2(CCCC2)CC1OC1CCCCO1,3
C1=C2C(=CCC3CCCCC23)C2CCCC2C1,3
C1CCC(OC2CCC34CC35CCC3C(CC67OCC(CCC36)O7)C5CCC4C2)OC1,3
C1=CCCCC1,3
C1=CC23OCC4(CCCCC42)CCC3C2CCC3CC(OC4OCCC(OC5CCCCO5)C4OC4CCCCO4)CCC3C12,3
C=C1C(=O)OC2CCC=CCC12,3
C1=CC2C(CC1)CCCC2OC1CCC(OC2CCCCO2)CO1,3
O=C1C=CCCC1,3
O=C(C=Cc1ccccc1)OC1COC(OC(=O)C23CCCCC2C2=CCC4C5CCC(OC6OCCC(OC7CCCCO7)C6OC6CCCCO6)CC5CCC4C2CC3)C(OC2CCCCO2)C1,3
C=C1C2CCCC(=O)C2CC23CC(CCC12)C(OC1CCCCO1)C3,3
O=C1C=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCCC4OC4OCCCC4OC4CCCCO4)CCC3C12,3
O=C1C=C2CCCCC2CC1,3
O=C(OCC1C2CCC(=O)C34CCCC3(C=CCC(OC(=O)c3ccccc3)C21)O4)c1cccnc1,2
C1=C2CCC3CCCCC3C2CCC1,2
C=C1CN2CCC34CC1CC2C3=Nc1ccccc14,2
O=C1CCC2C3=CCC4CCCC4C3=CCC2C1,2
C=C1CCC2C(CCC3CCCC32)C1,2
O=C(OC1OCCCC1OC1CCC(OC2CC(OC3CCC(OC4CCCCO4)CO3)CCO2)CO1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,2
O=C1CC2CCC3C45CCCCC4CC4OC5OC2C143,2
C1CCC(OC2CCCOC2OC2CCC(OC3CCC4C(CCC5C4CCC46OCC7(CCCCC74)CCC56)C3)OC2)OC1,2
O=C1OC2CCC13CCC14CC(OC1=O)C1OC1C1CC2C3C14,2
O=C1C=C2C3CCC45CCC(CCC4C3CC3OC23N1)C5,2
O=C1C2=COC(OC3CCCCO3)CC2CC2c3[nH]c4ccccc4c3CCN12,2
O=C(OC1OCCCC1OC1CCCO1)C1CCCC2C(CCc3ccoc3)=CCCC12,2
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4CC(OC5CCCCO5)CCO4)CCC3C2C1,2
O=C1Nc2ccccc2C12CC1NC=CC3CC2OCC31,2
O=C1OC23C=CC4C5CCCCC5CCC4C2CCC12CCCCC23,2
O=C(OC1CCCCO1)C1CCCC2C1CCC1C3CCC4(C(=O)OC5CCCC(COC6OCCCC6OC6CCCCO6)O5)CCCCC4C3=CCC12,2
O=C1CCC2CCC(C1)C2,2
C=C1CN2C3CC45C(=Nc6ccccc64)OCC3C1CC25,2
c1ccc2c(c1)c1c3n2CCC2CCCN(CC1)C32,2
C1CCC(COC2CCCCO2)OC1,2
O=C(C=Cc1ccccc1)OC1CCC2C(CCC3C4=CCC5CCCCC5C4CCC32)C1,2
C1CCC2C(C1)CCC1C2CCC2C3CCCCC3CCC21,2
O=C(OCC12COC3CC(=O)C1CC32OC1CCCCO1)c1ccccc1,2
O=C1CC2C3CCC4CC(OC5OCC(OC6OCCCC6OC6CCCCO6)CC5OC5CCCCO5)CCC4C3CCC23OCC12CCCCC23,2
O=C1CCC2C3=CC4=CCCCC4C3CCC2C1,2
O=C(C=Cc1ccccc1)OC1C(OC2CCCC(COC3CCCCO3)O2)CCOC1OC1CCC(OC2CCC(OC3CCOC(OC4CCCOC4OC4CCC5C(CCC6C7CCC8(C(=O)OC9CCCC(COC%10CCC(OC%11CCCCO%11)CO%10)O9)CCCCC8C7=CCC56)C4)C3)OC2)OC1,2
O=C(OC1CC(OC2CCCCO2)CC(COC2OCCCC2OC2CCCCO2)O1)C12CCCCC1C1=CCC3C4CCC(OC5CCCCO5)CC4CCC3C1CC2,2
O=C(C=CCCCOC1CCCCO1)OC1CCC2C3=CCC4C5CCC(OC6CCCC(COC7OCCCC7OC7CCCCO7)O6)CC5CCC4C3CCC2(C(=O)OC2OCCCC2OC2CC(OC3CCCCO3)C(OC3CCCO3)CO2)C1,2
O=C1C=C2C=C3CCCCC3CC2O1,2
O=C1C=C2C3=C4C(CC2O1)C1CC1C4CC1C2C(CC4=CC(=O)OC431)CC1CC12,2
C=C1CCC2CC(=O)OC2C2C(=C)CCC12,2
O=C(OC1CCCCO1)C1CCC2CCC3C(=CC(=O)C4C5CCC(OC6OCCCC6OC6CCCCO6)CC5CCC34)C2C1,2
O=C(OC1CCCC(COC2CCC(OC3CCCCO3)CO2)O1)C12CCCCC1C1=CCC3C4CCC(OC5OCCCC5OC5CCCCO5)CC4CCC3C1CC2,2
C1=C2CC(OC3CCCCO3)CCC2C2CCC3CCCC3C2C1,2
O=C(C=Cc1ccccc1)OC1CCCC23CC(CO2)CC(OC(=O)c2ccccc2)C13,2
O=C(OCCCCC12CC3C(CC(C(=O)OC4CCCCC4OC4CCCCO4)CC3O1)O2)c1ccccc1,2
O=C1CC2CCC=CC3C=CC(O3)C2O1,2
O=C1OCCC1C(=O)c1ccccc1,2
C1CCC(OC2CCCC3CCCCC32)OC1,2
O=C(OCC1CCCC(OC2CC3COC(C3)C2)O1)c1ccccc1,2
C=C1CCC2C(=C)C(=O)OC2C2CCC(C1)O2,2
C=C1CC23CC1CCC2C12CCCC4CNC1C3CC42,2
c1ccc2c(c1)N=C1C2CCN2CC3CCC2C1C3,2
O=C1CC2CC=CCC3C=C(CC2O1)C(=O)O3,2
O=C1CC2CCC3CCC=CC3C2O1,2
C=C1CCC2C(CC3C(=O)OC4C3CCC3CCCC(=C)C34)C(=O)OC2C2C(=C)CCC12,2
C=C1CCCC2CC3OC(=O)CC3CC12,2
O=C(OC1CCOC2(C1)OC1CCCCC1C2=O)c1ccccc1,2
O=C(OC1CC2COC3(CCCCC13)C2OC(=O)c1ccccc1)c1ccccc1,2
C(=Cc1ccccc1)C=C1C=CC2=C1CCCC2,2
C=C1C(=O)OC2CC3CCC4(C(=O)OC5CC6CC6CC54)C3CC12,2
O=C1OC2CC1C1C3OC3C3(CO3)C1C2,2
O=C(OC1CCOC2(C1)OC1CC(C(=O)OC3OCCCC3OC3CCCCO3)CCC1C2=O)c1ccccc1,2
O=C1C=C2CC34CCCC3C(CC2O1)O4,2
C1CCC2CCCCC2C1,2
O=C1CCC2C(CCC3C2CCC2C4CCCCC4CCC23)C1,2
O=C(OC1C2COC3(CCCCC3C1OC(=O)c1ccccc1)C2)c1ccccc1,2
C=C1C(=O)OC2CC3CCC=CC3CC12,2
C=C1C(CC2CC=CC(=O)O2)CCC2C1CC1C2CCC2COC(=O)C=CC23OC13,2
O=C1C2=COC(OC3OCCCC3OC3CCCCO3)CC2CC2c3[nH]c4cc(OC5CCCCO5)ccc4c3CCN12,2
O=C1c2ccccc2N2CCC3CCCN4CCC12C34,2
C1=CC2C3CCC(OC4OCCC(OC5CCC(OC6CCCCO6)CO5)C4OC4CCCCO4)CC3CCC2C2CCC3CCCCC3=C12,2
C1CCC2CCC3C(=C2C1)CCC1C2CCCCC2CCC31,2
C=C1CCC2CCC3C(=CCC4C5CCC(OC6CCCCO6)CC5CCC34)C2C1,2
O=C1OCCC2CCNC=C12,2
O=C(C=CCCCOC1CCCCO1)OC1CCC(OCCCC=CC(=O)OC2CCC3C4=CCC5C6CCC(OC7CCCC(COC8OCCCC8OC8CCCCO8)O7)CC6CCC5C4CCC3(C(=O)OC3OCCCC3OC3CC(OC4CCCCO4)C(OC4CCCO4)CO3)C2)OC1,2
O=C(OC1CCCCO1)C1CCCC2C1CCC1C3CCC4(C(=O)OC5CCCCO5)CCCCC4C3=CCC12,2
O=C(OC1CCCC(COC2CCCCO2)O1)C12CCCCC1C1=CCC3C4CCC(OC5OCCCC5OC5CCCCO5)CC4CCC3C1CC2,2
O=C(C=CCCCOC1CCCCO1)OC1CCC2C3=CCC4C5CCC(OC6OC(COC7OCCCC7OC7CCCCO7)CCC6OC6CCCCO6)CC5CCC4C3CCC2(C(=O)OC2OCCCC2OC2CC(OC3CCCCO3)C(OC3CCCO3)CO2)C1,2
O=C(NC1CCC23CC24CCC2CCCC2C4CCC3C1)c1ccccc1,2
c1cc2c(cn1)CCC2,2
O=C(OC1OCCCC1OC1CCCCO1)C12CCCCC1C1=CCC3C4CCC(OC5CCCCO5)CC4CCC3C1CC2,2
O=C(OCC1CCCC(OC2OC=CC3CC4OC4C32)O1)c1ccccc1,2
C1=C2C(CCC1)CCC1CCCC21,2
O=C(OC1CCCCO1)C12CCC=CC1C1=CCC3C4CCCCC4CCC3C1CC2,2
C=C1C(=O)OC2C=CC3CCCC3CC12,2
O=C1OC2CC1CC1C3=CC(=O)C4C5CCC(OC6OCCCC6OC6CCCCO6)CC5CCC4C3CCC21,2
C=C1C(=O)OC2CC=CC(=O)C=CCCC12,2
O=C(OC1CCCC(COC2CCC(OC3CCCCO3)CO2)O1)C12CCCCC1C1=CCC3C4CCC(OC5CCCCO5)CC4CCC3C1CC2,2
C=C1C(=O)OC2C1CCC1CCC=CC12,2
C=C1C(=O)OC2C1CCC(=C)C1CC(OC3CCCCO3)C(=C)C12,2
O=C1CCC2C(CC=C3C4CCCC4CCC32)C1,2
O=C(OC1CCCCO1)C12CCCC=C1C1=CCC3C4CCCCC4CCC3C1CC2,2
O=c1c2c(oc3ccccc13)OCC2,2
C=C1C(C2C=CC(=O)CC2)CCC2C(c3ccoc3)CC3OC132,2
O=C(OC1CCCC23CC(CO2)C(OC(=O)c2cccnc2)C(OC(=O)c2ccccc2)C13)c1ccoc1,2
O=C(OC1C2CCC=C2C2C(=O)OCC23CCC2OCC2C13)c1ccccc1,2
C=C1CC23CCC4C(C(=O)OC5CCCCO5)CCCC4C2CCC1C3,2
C1=C2CCCCC2CCC2C1=CCC1CCCC12,2
C=C1CCC2OC(=O)C=C2C2CCC34CCCC3(O4)C12,2
C=C1C2CC(OC3CCCCO3)CC2CCC23C=CC(CCC12)C3,2
C=C1C2=C(CCC34CCC(CCC13)C4)CC(OC1CCCCO1)C2,2
O=C1C=C(C=CC2CCC(OC(=O)c3cccnc3)C3C=CCCC23)CO1,2
C1CCC(OC2CCCOC2OC2CCC3C(CCC4CCCC43)C2)OC1,2
O=C1OCC2=C1CCC1c3c(cccc3OC3CCCCO3)CCC21,2
O=C1CC2CCCCC2c2cc(OC3CCCCO3)ccc21,2
C1CCC(OC2CC3CC45CCC6CCC4(CCC3(C2)O5)C6)OC1,2
C=C1CC23CC4C5C6CC(OC(=O)c7ccccc7)CC57C(C2CC1CC37)N4C6,2
C1CCC2C(C1)CCC1C2CCC23CCCC12C3,2
O=C(OC1C2C3COC3CCC2C2C(=O)OCC13CCC=C23)c1ccccc1,2
C=C1CCC2OC(=O)C=C2C2C3OC3C34CCCC3(O4)C12,2
C1=CCC2C(C1)CCC1C2CCC2C3CCCC(COC4CCCCO4)C3CCC12,2
O=C1C=C(C2CC3C(CCC4CC(OC5OCCCC5OC5CCCCO5)CCC43)CO2)CO1,2
O=C(C=Cc1ccccc1)OCC1CCC2CCC3C(=CCC4C5CCCCC5CCC34)C2C1,2
C1CC2CCC34CCC(CCC3CC2C1)C4,2
O=C(C=Cc1ccccc1)OC1C(OC2CCC(OC3CCCCO3)C(COC3CCCCO3)O2)CCOC1OC1CCC(OC2CCC(OC3CCOC(OC4CCCOC4OC4CCC5C(CCC6C7CCC8(C(=O)OC9CCCC(COC%10CCC(OC%11CCCCO%11)CO%10)O9)CCCCC8C7=CCC56)C4)C3)OC2)OC1,2
c1ccc(C2OCC3C(c4ccccc4)OCC23)cc1,2
O=C1C=CC2CCCCC2C1,2
C=C1C(CCC2C=CC(=O)O2)CCC2C3=CCC4CCCCC4C3CC12,2
C1CCC(OCC2CCCC(OCC3CCC4C3CCC3C5CCC(OC6OCCCC6OC6OCCCC6OC6CCCCO6)CC5CCC43)O2)OC1,2
C=C1CCCC2(C(=O)OC3CCCCO3)CCC3C(=CCC4C5CCC(OC6OCCCC6OC6CCCCO6)CC5CCC34)C12,2
